area,path,title,description,product,words,updated
"website","website/site-features/screen-recorder/others/related.md","Related to the screen recorder","Features related to the screen recorder.","Website › Site features › Screen recorder","56","2026-09-25"
"website","website/site-features/screen-saver/README.md","Screen saver","The optional idle screen that fills the window with a colour from the site's colour atlas after a period of inactivity.","Website › Site features › Screen saver","332","2026-09-25"
"website","website/site-features/screen-saver/docs/README.md","Screen saver guides","Contents of the screen saver guides.","Website › Site features › Screen saver","64","2026-09-25"
"website","website/site-features/screen-saver/docs/getting-started.md","Get started with the screen saver","Turn the screen saver on, choose when it starts, and return to the page.","Website › Site features › Screen saver","219","2026-09-25"
"website","website/site-features/screen-saver/docs/reading-the-screen.md","Reading the screen","What each part of the screen saver shows, from the colour bands to the readout and clock.","Website › Site features › Screen saver","393","2026-09-25"
"website","website/site-features/screen-saver/docs/reference.md","Screen saver reference","Screen saver settings, timings, and what counts as activity.","Website › Site features › Screen saver","255","2026-09-25"
"website","website/site-features/screen-saver/docs/troubleshooting.md","Troubleshooting the screen saver","Fixes for common screen saver problems.","Website › Site features › Screen saver","220","2026-09-25"
"website","website/site-features/screen-saver/docs/faq.md","Screen saver FAQ","Short answers about the screen saver.","Website › Site features › Screen saver","140","2026-09-25"
"website","website/site-features/screen-saver/others/README.md","Screen saver: supporting material","Contents of the screen saver supporting files.","Website › Site features › Screen saver","69","2026-09-25"
"website","website/site-features/screen-saver/others/glossary.md","Screen saver glossary","Terms used in the screen saver guides.","Website › Site features › Screen saver","111","2026-09-25"
"website","website/site-features/screen-saver/others/limits-and-accuracy.md","Screen saver limits and accuracy","What the screen saver's values mean and how precise they are.","Website › Site features › Screen saver","137","2026-09-25"
"website","website/site-features/screen-saver/others/privacy.md","Screen saver privacy","What the screen saver stores and downloads.","Website › Site features › Screen saver","66","2026-09-25"
"website","website/site-features/screen-saver/others/related.md","Related to the screen saver","Features and libraries related to the screen saver.","Website › Site features › Screen saver","56","2026-09-25"
"website","website/site-features/search-and-spotlight/README.md","Search and Spotlight","Spotlight, the site-wide search palette opened with Ctrl + K, with scopes, colour answers, filters and commands.","Website › Site features › Search and Spotlight","504","2026-09-25"
"website","website/site-features/search-and-spotlight/docs/README.md","Search and Spotlight guides","Contents of the Spotlight search guides.","Website › Site features › Search and Spotlight","88","2026-09-25"
"website","website/site-features/search-and-spotlight/docs/getting-started.md","Get started with Spotlight","Open Spotlight, learn its parts, and run your first search.","Website › Site features › Search and Spotlight","413","2026-09-25"
"website","website/site-features/search-and-spotlight/docs/colour-answers-and-filters.md","Colour answers and filters","Get instant colour and contrast answers in Spotlight, and use field filters, quoted phrases and exclusions.","Website › Site features › Search and Spotlight","475","2026-09-25"
"website","website/site-features/search-and-spotlight/docs/scopes-and-results.md","Scopes and results","Narrow Spotlight to pages, tools, documentation, Learn or the web, read the results and preview, and reuse recent searches.","Website › Site features › Search and Spotlight","788","2026-09-25"
